timestamp,fen
1764351253,r1bqkbnr/ppppp1pp/8/5p2/3nPP2/5N2/PPPP2PP/RNBQKB1R
1764351253,r1bqkbnr/ppppp1pp/8/5p2/3nPP1P/5N2/PPPP2P1/RNBQKB1R
1764351253,r1bqkbnr/ppppp2p/8/5pp1/3nPP1P/5N2/PPPP2P1/RNBQKB1R
1764351253,r1bqkbnr/ppppp2p/8/5pp1/2PnPP1P/5N2/PP1P2P1/RNBQKB1R
1764351285,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764351285,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764351285,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR
1764351285,r1bqkbnr/pppppppp/2n5/8/4PP2/8/PPPP2PP/RNBQKBNR
1764351285,r1bqkbnr/pppppppp/8/8/3nPP2/8/PPPP2PP/RNBQKBNR
1764351285,r1bqkbnr/pppppppp/8/8/3nPP2/5N2/PPPP2PP/RNBQKB1R
1764351285,r1bqkbnr/ppppp1pp/8/5p2/3nPP2/5N2/PPPP2PP/RNBQKB1R
1764351285,r1bqkbnr/ppppp1pp/8/5p2/3nPP1P/5N2/PPPP2P1/RNBQKB1R
1764351285,r1bqkbnr/ppppp2p/8/5pp1/3nPP1P/5N2/PPPP2P1/RNBQKB1R
1764351285,r1bqkbnr/ppppp2p/8/5pp1/2PnPP1P/5N2/PP1P2P1/RNBQKB1R
1764351327,rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR
1764351332,rnbqkbnr/pppp1ppp/8/4p3/7P/8/PPPPPPP1/RNBQKBNR
1764351334,rnbqkbnr/pppp1ppp/8/4p3/7P/5N2/PPPPPPP1/RNBQKB1R
1764351338,rnbqkbnr/pppp2pp/8/4pp2/7P/5N2/PPPPPPP1/RNBQKB1R
1764351342,rnbqkbnr/pppp2pp/8/4pp2/4P2P/5N2/PPPP1PP1/RNBQKB1R
1764351344,rnbqkbnr/ppp3pp/8/3ppp2/4P2P/5N2/PPPP1PP1/RNBQKB1R
1764351345,rnbqkbnr/ppp3pp/8/3ppp2/2P1P2P/5N2/PP1P1PP1/RNBQKB1R
1764351353,rnbqkb1r/ppp3pp/5n2/3ppp2/2P1P2P/5N2/PP1P1PP1/RNBQKB1R
1764351363,rnbqkb1r/ppp3pp/5n2/3ppp2/1PP1P2P/5N2/P2P1PP1/RNBQKB1R
1764351364,rnbqkb1r/pp4pp/5n2/2pppp2/1PP1P2P/5N2/P2P1PP1/RNBQKB1R
1764351367,rnbqkb1r/pp4pp/5n2/2pppp2/1PP1P2P/2N2N2/P2P1PP1/R1BQKB1R
1764351425,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764351425,rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR
1764351425,rnbqkbnr/pppp1ppp/8/4p3/7P/8/PPPPPPP1/RNBQKBNR
1764351425,rnbqkbnr/pppp1ppp/8/4p3/7P/5N2/PPPPPPP1/RNBQKB1R
1764351425,rnbqkbnr/pppp2pp/8/4pp2/7P/5N2/PPPPPPP1/RNBQKB1R
1764351425,rnbqkbnr/pppp2pp/8/4pp2/4P2P/5N2/PPPP1PP1/RNBQKB1R
1764351425,rnbqkbnr/ppp3pp/8/3ppp2/4P2P/5N2/PPPP1PP1/RNBQKB1R
1764351425,rnbqkbnr/ppp3pp/8/3ppp2/2P1P2P/5N2/PP1P1PP1/RNBQKB1R
1764351425,rnbqkb1r/ppp3pp/5n2/3ppp2/2P1P2P/5N2/PP1P1PP1/RNBQKB1R
1764351425,rnbqkb1r/ppp3pp/5n2/3ppp2/1PP1P2P/5N2/P2P1PP1/RNBQKB1R
1764351425,rnbqkb1r/pp4pp/5n2/2pppp2/1PP1P2P/5N2/P2P1PP1/RNBQKB1R
1764351425,rnbqkb1r/pp4pp/5n2/2pppp2/1PP1P2P/2N2N2/P2P1PP1/R1BQKB1R
1764351451,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764351463,rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR
1764351472,rnbqkbnr/ppp1pppp/8/3p4/7P/8/PPPPPPP1/RNBQKBNR
1764351475,rnbqkbnr/ppp1pppp/8/3p4/3P3P/8/PPP1PPP1/RNBQKBNR
1764351487,r1bqkbnr/ppp1pppp/2n5/3p4/3P3P/8/PPP1PPP1/RNBQKBNR
1764351495,r1bqkbnr/ppp1pppp/2n5/3p4/3P3P/5N2/PPP1PPP1/RNBQKB1R
1764351500,r1bqkbnr/ppp2ppp/2n1p3/3p4/3P3P/5N2/PPP1PPP1/RNBQKB1R
1764351503,r1bqkbnr/ppp2ppp/2n1p3/3p4/3PP2P/5N2/PPP2PP1/RNBQKB1R
1764351506,r1bqkbnr/ppp2ppp/2n1p3/8/3Pp2P/5N2/PPP2PP1/RNBQKB1R
1764351506,r1bqkbnr/ppp2ppp/2n1p3/8/2PPp2P/5N2/PP3PP1/RNBQKB1R
1764351508,r1bqkbnr/ppp2ppp/2n1p3/8/2PP3P/5p2/PP3PP1/RNBQKB1R
1764351510,r1bqkbnr/ppp2ppp/2n1p3/8/2PP3P/5P2/PP3P2/RNBQKB1R
1764351511,r1bq1bnr/pppk1ppp/2n1p3/8/2PP3P/5P2/PP3P2/RNBQKB1R
1764351546,r1bq1bnr/pppk1ppp/2n1p3/8/2PP3P/5P2/PP3P2/RNBQKBR1
1764351546,r1b2bnr/pppk1ppp/2n1pq2/8/2PP3P/5P2/PP3P2/RNBQKBR1
1764351558,r1b2bnr/pppk1ppp/2n1pq2/8/2PP1P1P/8/PP3P2/RNBQKBR1
1764351566,r1b2bnr/pppk1ppp/4pq2/8/2Pn1P1P/8/PP3P2/RNBQKBR1
1764351569,r1b2bnr/pppk1ppp/4pq2/8/2Pn1P1P/8/PP3P2/RNBQKB1R
1764351569,r1b3nr/pppk1ppp/3bpq2/8/2Pn1P1P/8/PP3P2/RNBQKB1R
1764351575,r1b3nr/pppk1ppp/3bpq2/8/2Pn1P1P/2N5/PP3P2/R1BQKB1R
1764351580,r1b3nr/pppk1ppp/3b1q2/4p3/2Pn1P1P/2N5/PP3P2/R1BQKB1R
1764351584,r1b3nr/pppk1ppp/3b1q2/4P3/2Pn3P/2N5/PP3P2/R1BQKB1R
1764351587,r1b3nr/pppk1ppp/5q2/4b3/2Pn3P/2N5/PP3P2/R1BQKB1R
1764351769,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764351774,rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR
1764351777,rnbqkbnr/ppppp1pp/8/5p2/6P1/8/PPPPPP1P/RNBQKBNR
1764351781,rnbqkbnr/ppppp1pp/8/5P2/8/8/PPPPPP1P/RNBQKBNR
1764351785,rnbqkbnr/pppp2pp/8/4pP2/8/8/PPPPPP1P/RNBQKBNR
1764351788,rnbqkbnr/pppp2pp/8/4pP2/8/5N2/PPPPPP1P/RNBQKB1R
1764351793,rnbqkb1r/pppp2pp/5n2/4pP2/8/5N2/PPPPPP1P/RNBQKB1R
1764351800,rnbqkb1r/pppp2pp/5n2/4NP2/8/8/PPPPPP1P/RNBQKB1R
1764351809,rnbqkb1r/pppp3p/5np1/4NP2/8/8/PPPPPP1P/RNBQKB1R
1764351838,rnbqkb1r/pppp3p/5nP1/4N3/8/8/PPPPPP1P/RNBQKB1R
1764351839,rnbqkbnr/pppp3p/6P1/4N3/8/8/PPPPPP1P/RNBQKB1R
1764351840,rnbqkbnr/pppp2Pp/8/4N3/8/8/PPPPPP1P/RNBQKB1R
1764351983,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764351988,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR
1764351991,rnbqkbnr/ppp1pppp/8/3p4/2P5/8/PP1PPPPP/RNBQKBNR
1764352005,rnbqkbnr/ppp1pppp/8/3p4/2P3P1/8/PP1PPP1P/RNBQKBNR
1764352011,rnbqkbnr/ppp1p1pp/8/3p1p2/2P3P1/8/PP1PPP1P/RNBQKBNR
1764352020,rnbqkbnr/ppp1p1pp/8/3p1P2/2P5/8/PP1PPP1P/RNBQKBNR
1764352046,rnbqkbnr/p1p1p1pp/1p6/3p1P2/2P5/8/PP1PPP1P/RNBQKBNR
1764352047,rnbqkbnr/p1p1p1pp/1p6/3p1P2/2P4P/8/PP1PPP2/RNBQKBNR
1764352117,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764352121,rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR
1764352124,rnbqkbnr/p1pppppp/8/1p6/5P2/8/PPPPP1PP/RNBQKBNR
1764352127,rnbqkbnr/p1pppppp/8/1p6/5P2/2N5/PPPPP1PP/R1BQKBNR
1764352127,r1bqkbnr/p1pppppp/2n5/1p6/5P2/2N5/PPPPP1PP/R1BQKBNR
1764352131,r1bqkbnr/p1pppppp/2n5/1p3P2/8/2N5/PPPPP1PP/R1BQKBNR
1764352133,r1bqkbnr/p1pp1ppp/2n1p3/1p3P2/8/2N5/PPPPP1PP/R1BQKBNR
1764352136,r1bqkbnr/p1pp1ppp/2n1p3/1p3P2/8/2N2N2/PPPPP1PP/R1BQKB1R
1764352138,r1bqkbnr/p1pp1ppp/2n5/1p3p2/8/2N2N2/PPPPP1PP/R1BQKB1R
1764352141,r1bqkbnr/p1pp1ppp/2n5/1p3p2/8/2N2NP1/PPPPP2P/R1BQKB1R
1764352144,r1bqkbnr/p1pp1ppp/8/1p3p2/3n4/2N2NP1/PPPPP2P/R1BQKB1R
1764352162,r1bqkbnr/p1pp1ppp/8/1p3p2/3N4/2N3P1/PPPPP2P/R1BQKB1R
1764352164,r1bqkbnr/p1pp1ppp/8/5p2/1p1N4/2N3P1/PPPPP2P/R1BQKB1R
1764352165,r1bqkbnr/p1pp1ppp/8/1N3p2/1p1N4/6P1/PPPPP2P/R1BQKB1R
1764352166,r2qkbnr/p1pp1ppp/b7/1N3p2/1p1N4/6P1/PPPPP2P/R1BQKB1R
1764352167,r2qkbnr/p1pp1ppp/b7/1N3p2/1p1N4/6P1/PPPPP1BP/R1BQK2R
1764352168,1r1qkbnr/p1pp1ppp/b7/1N3p2/1p1N4/6P1/PPPPP1BP/R1BQK2R
1764352171,1r1qkbnr/p1pp1ppp/b7/5p2/1p1N4/2N3P1/PPPPP1BP/R1BQK2R
1764352174,1r1qkbnr/p1pp1ppp/b7/5p2/3N4/2p3P1/PPPPP1BP/R1BQK2R
1764352175,1r1qkbnr/p1pp1ppp/b7/5p2/3N4/2P3P1/P1PPP1BP/R1BQK2R
1764352176,1r1qkbnr/p2p1ppp/b1p5/5p2/3N4/2P3P1/P1PPP1BP/R1BQK2R
1764352176,1r1qkbnr/p2p1ppp/b1p5/5p2/3N4/2PP2P1/P1P1P1BP/R1BQK2R
1764352178,1r1qk1nr/p2p1ppp/b1p5/2b2p2/3N4/2PP2P1/P1P1P1BP/R1BQK2R
1764352179,1r1qk1nr/p2p1ppp/b1p5/2b2p2/3N4/2PPB1P1/P1P1P1BP/R2QK2R
1764352180,1r1qk2r/p2p1ppp/b1p2n2/2b2p2/3N4/2PPB1P1/P1P1P1BP/R2QK2R
1764352181,1r1qk2r/p2p1ppp/b1p2n2/2b2p2/3N4/2PPB1P1/P1P1P1BP/R2Q1RK1
1764352183,1r1qk2r/p2p1ppp/b1p2n2/5p2/3b4/2PPB1P1/P1P1P1BP/R2Q1RK1
1764352184,1r1qk2r/p2p1ppp/b1p2n2/5p2/3P4/3PB1P1/P1P1P1BP/R2Q1RK1
1764352187,1r2k2r/p1qp1ppp/b1p2n2/5p2/3P4/3PB1P1/P1P1P1BP/R2Q1RK1
1764352187,1r2k2r/p1qp1ppp/b1p2n2/5p2/3P4/3PB1P1/P1PQP1BP/R4RK1
1764352192,1r1qk2r/p2p1ppp/b1p2n2/5p2/3P4/3PB1P1/P1PQP1BP/R4RK1
1764352193,1r1qk2r/p2p1ppp/b1p2n2/5p2/3P4/3PB1P1/P1PQP1BP/R3R1K1
1764352195,1r1q1rk1/p2p1ppp/b1p2n2/5p2/3P4/3PB1P1/P1PQP1BP/R3R1K1
1764352201,1r1q1rk1/p2p1ppp/b1p2n2/5p2/3P4/3PB1P1/P1PQP1BP/2R1R1K1
1764352203,1r1q1rk1/p4ppp/b1p2n2/3p1p2/3P4/3PB1P1/P1PQP1BP/2R1R1K1
1764352205,1r1q1rk1/p4ppp/b1p2n2/3p1p2/3P4/3PBBP1/P1PQP2P/2R1R1K1
1764352206,1r3rk1/p4ppp/b1pq1n2/3p1p2/3P4/3PBBP1/P1PQP2P/2R1R1K1
1764352207,1r3rk1/p4ppp/b1pq1n2/3p1p2/3P4/3PBBP1/P1PQPK1P/2R1R3
1764352209,1r2r1k1/p4ppp/b1pq1n2/3p1p2/3P4/3PBBP1/P1PQPK1P/2R1R3
1764352210,1r2r1k1/p4ppp/b1pq1n2/3p1p2/3P4/3PBBP1/P1PQPK1P/2R4R
1764352213,1r2r1k1/p4ppp/b1p1qn2/3p1p2/3P4/3PBBP1/P1PQPK1P/2R4R
1764352213,1r2r1k1/p4ppp/b1p1qn2/3p1p2/3P4/3PBBP1/P1PQPK1P/2R1R3
1764352215,4r1k1/p4ppp/b1p1qn2/3p1p2/3P4/3PBBP1/PrPQPK1P/2R1R3
1764352216,4r1k1/p4ppp/b1p1qn2/3p1p2/3P1B2/3P1BP1/PrPQPK1P/2R1R3
1764352222,4r1k1/p4p1p/b1p1qnp1/3p1p2/3P1B2/3P1BP1/PrPQPK1P/2R1R3
1764352222,4r1k1/p4p1p/b1p1qnp1/3p1p2/3P1B2/3P1BP1/PrPQPK1P/R3R3
1764352227,4r1k1/p4p1p/b1p1qnp1/3p1p2/3P1B2/3P1BP1/P1PQPK1P/Rr2R3
1764352228,4r1k1/p4p1p/b1p1qnp1/3p1p2/3P1B2/3P1BP1/P1PQPK1P/RR6
1764352228,4r1k1/p4p1p/b1p1q1p1/3p1p2/3P1Bn1/3P1BP1/P1PQPK1P/RR6
1764352233,4r1k1/p4p1p/b1p1q1p1/3p1p2/3P1BB1/3P2P1/P1PQPK1P/RR6
1764352234,4r1k1/p4p1p/b1p1q1p1/3p4/3P1Bp1/3P2P1/P1PQPK1P/RR6
1764352240,4r1k1/p4p1p/b1p1q1p1/3p4/3P1Bp1/3PP1P1/P1PQ1K1P/RR6
1764352243,4r1k1/p6p/b1p1qpp1/3p4/3P1Bp1/3PP1P1/P1PQ1K1P/RR6
1764352250,4r1k1/p6p/b1p1qpp1/3p4/3P1Bp1/3PP1P1/P1PQ1K1P/R6R
1764352251,4r1k1/p6p/b1p1qp2/3p2p1/3P1Bp1/3PP1P1/P1PQ1K1P/R6R
1764352267,4r1k1/p6p/b1p1qp2/3p2p1/3P1Bp1/P2PP1P1/2PQ1K1P/R6R
1764352270,4r1k1/p7/b1p1qp1p/3p2p1/3P1Bp1/P2PP1P1/2PQ1K1P/R6R
1764353476,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764353522,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764353525,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR
1764353528,rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR
1764353531,rnbqkbnr/pp1ppppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR
1764353536,rnbqkbnr/pp1ppppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR
1764353539,rnbqkbnr/pp1ppppp/8/8/4P3/2p5/PP3PPP/RNBQKBNR
1764353570,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764353570,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764353570,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR
1764353570,rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR
1764353570,rnbqkbnr/pp1ppppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR
1764353570,rnbqkbnr/pp1ppppp/8/8/3pP3/2P5/PP3PPP/RNBQKBNR
1764353570,rnbqkbnr/pp1ppppp/8/8/4P3/2p5/PP3PPP/RNBQKBNR
1764353659,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764353662,rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR
1764353666,rnbqkbnr/ppppp1pp/8/5p2/6P1/8/PPPPPP1P/RNBQKBNR
1764353669,rnbqkbnr/ppppp1pp/8/5p2/5PP1/8/PPPPP2P/RNBQKBNR
1764353685,rnbqkbnr/pppp2pp/8/4pp2/5PP1/8/PPPPP2P/RNBQKBNR
1764353689,rnbqkbnr/pppp2pp/8/4Pp2/6P1/8/PPPPP2P/RNBQKBNR
1764353693,rnbqkbnr/pppp2p1/8/4Pp1p/6P1/8/PPPPP2P/RNBQKBNR
1764353697,rnbqkbnr/pppp2p1/8/4Pp1p/6P1/N7/PPPPP2P/R1BQKBNR
1764353723,rnbqkbnr/pppp2p1/8/4Pp2/6Pp/N7/PPPPP2P/R1BQKBNR
1764353723,rnbqkbnr/pppp2p1/8/4PP2/7p/N7/PPPPP2P/R1BQKBNR
1764353745,rnbqk1nr/pppp2p1/8/4PP2/1b5p/N7/PPPPP2P/R1BQKBNR
1764353751,rnbqk1nr/pppp2p1/8/4PP2/1bN4p/8/PPPPP2P/R1BQKBNR
1764353763,rnbqk1nr/ppp3p1/3p4/4PP2/1bN4p/8/PPPPP2P/R1BQKBNR
1764353767,rnbqk1nr/ppp3p1/3P4/5P2/1bN4p/8/PPPPP2P/R1BQKBNR
1764353772,rnbqk2r/ppp3p1/3P1n2/5P2/1bN4p/8/PPPPP2P/R1BQKBNR
1764353778,rnbqk2r/ppp3p1/3P1n2/5P2/1bN4p/7B/PPPPP2P/R1BQK1NR
1764353782,rnbqk2r/ppp3p1/3P4/5P2/1bN1n2p/7B/PPPPP2P/R1BQK1NR
1764353786,rnbqk2r/ppp3p1/3P1P2/8/1bN1n2p/7B/PPPPP2P/R1BQK1NR
1764353789,rnbqk2r/ppp5/3P1p2/8/1bN1n2p/7B/PPPPP2P/R1BQK1NR
1764353794,rnbqk2r/ppp5/3P1p2/8/1bN1n2p/5N1B/PPPPP2P/R1BQK2R
1764353799,rnbqk2r/ppp5/3P1p2/8/1bN4p/2n2N1B/PPPPP2P/R1BQK2R
1764353802,rnbqk2r/ppp5/3P1p2/8/1bN4p/2P2N1B/P1PPP2P/R1BQK2R
1764353821,rnbqk2r/ppp5/3P4/5p2/1bN4p/2P2N1B/P1PPP2P/R1BQK2R
1764353835,rnbqk2r/ppp5/3P4/5pN1/1bN4p/2P4B/P1PPP2P/R1BQK2R
1764353861,rnbqk2r/ppp5/3P4/6N1/1bN2p1p/2P4B/P1PPP2P/R1BQK2R
1764353876,rnbqk2r/ppp2N2/3P4/8/1bN2p1p/2P4B/P1PPP2P/R1BQK2R
1764353882,rnbq3r/ppp2k2/3P4/8/1bN2p1p/2P4B/P1PPP2P/R1BQK2R
1764353897,rnBq3r/ppp2k2/3P4/8/1bN2p1p/2P5/P1PPP2P/R1BQK2R
1764353903,rnq4r/ppp2k2/3P4/8/1bN2p1p/2P5/P1PPP2P/R1BQK2R
1764353915,rnq4r/ppp2k2/3P4/8/1bNP1p1p/2P5/P1P1P2P/R1BQK2R
1764353922,rnq4r/ppp2k2/3P4/8/1bNP3p/2P2p2/P1P1P2P/R1BQK2R
1764353926,rnq4r/ppp2k2/3P4/6B1/1bNP3p/2P2p2/P1P1P2P/R2QK2R
1764354738,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764354747,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764354750,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR
1764354753,rnbqkbnr/ppp1pppp/3p4/8/2P1P3/8/PP1P1PPP/RNBQKBNR
1764354760,rnbqkbnr/ppp2ppp/3p4/4p3/2P1P3/8/PP1P1PPP/RNBQKBNR
1764354764,rnbqkbnr/ppp2ppp/3p4/4p3/2P1P3/3P4/PP3PPP/RNBQKBNR
1764354767,r1bqkbnr/ppp2ppp/2np4/4p3/2P1P3/3P4/PP3PPP/RNBQKBNR
1764354779,r1bqkbnr/ppp2ppp/2np4/4p3/2P1P1P1/3P4/PP3P1P/RNBQKBNR
1764354783,r1bqkb1r/ppp2ppp/2np1n2/4p3/2P1P1P1/3P4/PP3P1P/RNBQKBNR
1764354787,r1bqkb1r/ppp2ppp/2np1n2/4p3/2PPP1P1/8/PP3P1P/RNBQKBNR
1764354791,r1bqkb1r/ppp2ppp/2np1n2/8/2PpP1P1/8/PP3P1P/RNBQKBNR
1764354795,r1bqkb1r/ppp2ppp/2np1n2/4P3/2Pp2P1/8/PP3P1P/RNBQKBNR
1764354799,r1bqkb1r/ppp2ppp/2n2n2/4p3/2Pp2P1/8/PP3P1P/RNBQKBNR
1764354804,r1bqkb1r/ppp2ppp/2n2n2/4p3/2Pp2P1/5N2/PP3P1P/RNBQKB1R
1764354808,r1bqkb1r/ppp2ppp/2n5/4p3/2Ppn1P1/5N2/PP3P1P/RNBQKB1R
1764354813,r1bqkb1r/ppp2ppp/2n5/4p1P1/2Ppn3/5N2/PP3P1P/RNBQKB1R
1764354827,r1bqkbr1/ppp2ppp/2n5/4p1P1/2Ppn3/5N2/PP3P1P/RNBQKB1R
1764354827,r1bqkbr1/ppp2ppp/2n3P1/4p3/2Ppn3/5N2/PP3P1P/RNBQKB1R
1764354832,r1bqkb1r/ppp2ppp/2n3P1/4p3/2Ppn3/5N2/PP3P1P/RNBQKB1R
1764355262,r1bqkb1r/ppp2ppp/2n3P1/4p3/2Ppn3/8/PP3P1P/RNBQKBNR
1764355262,r1bqkb1r/p1p2ppp/1pn3P1/4p3/2Ppn3/8/PP3P1P/RNBQKBNR
1764355278,r1bqkb1r/p1p2ppp/1pn3P1/4p3/2Ppn2P/8/PP3P2/RNBQKBNR
1764355278,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2Ppn2P/8/PP3P2/RNBQKBNR
1764355296,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2PpnP1P/8/PP6/RNBQKBNR
1764355296,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2Pp1P1P/6n1/PP6/RNBQKBNR
1764355307,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2Pp1P1P/6nR/PP6/RNBQKBN1
1764355308,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2PpnP1P/7R/PP6/RNBQKBN1
1764355314,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2PpnP1P/4R3/PP6/RNBQKBN1
1764355315,r1bqkbr1/p1p2pp1/1pn3P1/4p2p/2PpnP1P/4R3/PP6/RNBQKBN1
1764356268,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764356268,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764356268,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR
1764356268,rnbqkbnr/ppp1pppp/3p4/8/2P1P3/8/PP1P1PPP/RNBQKBNR
1764356268,rnbqkbnr/ppp2ppp/3p4/4p3/2P1P3/8/PP1P1PPP/RNBQKBNR
1764356268,rnbqkbnr/ppp2ppp/3p4/4p3/2P1P3/3P4/PP3PPP/RNBQKBNR
1764356268,r1bqkbnr/ppp2ppp/2np4/4p3/2P1P3/3P4/PP3PPP/RNBQKBNR
1764356268,r1bqkbnr/ppp2ppp/2np4/4p3/2P1P1P1/3P4/PP3P1P/RNBQKBNR
1764356268,r1bqkb1r/ppp2ppp/2np1n2/4p3/2P1P1P1/3P4/PP3P1P/RNBQKBNR
1764356268,r1bqkb1r/ppp2ppp/2np1n2/4p3/2PPP1P1/8/PP3P1P/RNBQKBNR
1764356268,r1bqkb1r/ppp2ppp/2np1n2/8/2PpP1P1/8/PP3P1P/RNBQKBNR
1764356268,r1bqkb1r/ppp2ppp/2np1n2/4P3/2Pp2P1/8/PP3P1P/RNBQKBNR
1764356268,r1bqkb1r/ppp2ppp/2n2n2/4p3/2Pp2P1/8/PP3P1P/RNBQKBNR
1764356268,r1bqkb1r/ppp2ppp/2n2n2/4p3/2Pp2P1/5N2/PP3P1P/RNBQKB1R
1764356268,r1bqkb1r/ppp2ppp/2n5/4p3/2Ppn1P1/5N2/PP3P1P/RNBQKB1R
1764356268,r1bqkb1r/ppp2ppp/2n5/4p1P1/2Ppn3/5N2/PP3P1P/RNBQKB1R
1764356268,r1bqkbr1/ppp2ppp/2n5/4p1P1/2Ppn3/5N2/PP3P1P/RNBQKB1R
1764356268,r1bqkbr1/ppp2ppp/2n3P1/4p3/2Ppn3/5N2/PP3P1P/RNBQKB1R
1764356268,r1bqkb1r/ppp2ppp/2n3P1/4p3/2Ppn3/5N2/PP3P1P/RNBQKB1R
1764356268,r1bqkb1r/ppp2ppp/2n3P1/4p3/2Ppn3/8/PP3P1P/RNBQKBNR
1764356268,r1bqkb1r/p1p2ppp/1pn3P1/4p3/2Ppn3/8/PP3P1P/RNBQKBNR
1764356268,r1bqkb1r/p1p2ppp/1pn3P1/4p3/2Ppn2P/8/PP3P2/RNBQKBNR
1764356268,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2Ppn2P/8/PP3P2/RNBQKBNR
1764356268,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2PpnP1P/8/PP6/RNBQKBNR
1764356268,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2Pp1P1P/6n1/PP6/RNBQKBNR
1764356268,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2Pp1P1P/6nR/PP6/RNBQKBN1
1764356268,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2PpnP1P/7R/PP6/RNBQKBN1
1764356268,r1bqkb1r/p1p2pp1/1pn3P1/4p2p/2PpnP1P/4R3/PP6/RNBQKBN1
1764356268,r1bqkbr1/p1p2pp1/1pn3P1/4p2p/2PpnP1P/4R3/PP6/RNBQKBN1
1764356312,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR
1764356312,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR
1764356321,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR
1764356323,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R
1764356326,rnbqkbnr/p2ppppp/1p6/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R
1764356328,rnbqkbnr/p2ppppp/1p6/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R
1764356330,rn1qkbnr/p2ppppp/bp6/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R
1764356333,rn1qkbnr/p2ppppp/bp6/2p5/4P2P/2N2N2/PPPP1PP1/R1BQKB1R
1764356335,rnq1kbnr/p2ppppp/bp6/2p5/4P2P/2N2N2/PPPP1PP1/R1BQKB1R
1764356336,rnq1kbnr/p2ppppp/bp6/2p5/4P2P/2N2NP1/PPPP1P2/R1BQKB1R
1764356340,rnq1kbnr/p3pppp/bp1p4/2p5/4P2P/2N2NP1/PPPP1P2/R1BQKB1R
